873561	Which chair did you put the book on?	873562	Cén chathaoir ar chuir tú an leabhar uirthi?
873564	Which woman's son is sick?	873566	Cén bhean a bhfuil a mac tinn?
873567	Who do you stay with?	873568	Cé leis a bhfanann tú?
873570	To whom did you give the book?	873572	Cé dó ar thug tú an leabhar?
873573	What were you talking about?	873574	Céard faoi a raibh sibh ag caint?
873576	Whose book is here?	873578	Cé a bhfuil a leabhar anseo?
873579	Whose is it?	873580	Cé leis é?
873583	How did he do it?	873585	Cén chaoi a ndearna sé é?
874816	Why are they here?	874817	Cén fáth a bhfuil siad anseo?
874818	What time will he be here?	874823	Cén t-am a mbeidh sé anseo?
874827	I'll meet you tomorrow.	874828	Buailfidh mé leat amárach.
874830	Fine. Where?	874832	Ceart go leor. Cén áit?
874833	Which house do they live in?	874834	Cén teach a gcónaíonn siad ann?
874836	He actually hurt himself.	874838	’Sé an chaoi ar ghortaigh sé é féin.
874839	Did you walk from the bus?	874840	Ab é an chaoi ar shiúil tú ón mbus?
874842	Flowers are sold there.	874844	Díoltar bláthanna ansin.
874845	French is spoken in Switzerland.	874846	Labhraítear Fraincis san Eilvéis.
874848	Not much soccer is played there.	874850	Ní imrítear mórán sacair ansin.
874851	Is German spoken too?	874852	An labhraítear Gearmáinis freisin?
874854	They say it's hot here.	874856	Deirtear go mbíonn sé te anseo.
874857	They get up early in this house.	874858	Éiríonn siad go moch sa teach seo.
874860	There will be card-playing tonight.	874862	Imreofar cártaí anocht.
874863	One must go home.	874864	Caithfear dul abhaile.
874866	Máire was injured in an accident.	874868	Gortaíodh Máire i dtimpiste.
874869	No one else was injured.	874870	Níor gortaíodh aon duine eile.
874872	The glass got broken.	874874	Briseadh an ghloine.
874875	The question was answered.	874876	Freagraíodh an cheist.
874878	It wasn't found.	874880	Ní bhfuarthas é.
874881	Nobody went there.	874883	Ní dheachthas ann.
874881	Nobody went there.	2951317	Ní dheachaigh éinne ann.
874884	Was she seen?	874885	An bhfacthas í?
874887	I think that someone went there.	874889	Sílim go ndeachthas ann.
874890	Weren't they satisfied?	874891	Nach rabhthas sásta?
874893	People are rich here.	874895	Táthar saibhir anseo.
874896	Are people comfortable? No.	874897	An bhfuiltear compordach? Níltear.
874904	She was born in England.	874906	Rugadh i Sasana í.
874910	It can be done.	874912	Is féidir é sin a dhéanamh.
874913	You should finish the work.	874914	Ba cheart duit an obair a chríochnú.
874916	The work should be finished.	874918	Ba cheart an obair a chríochnú.
874919	We need more.	874920	Teastaíonn níos mó uainn.
874922	More is needed.	874924	Teastaíonn níos mó.
874925	I succeeded in the work.	874926	D’éirigh liom san obair.
874928	The work was successful.	874930	D’éirigh leis an obair.
874931	Séamas Mhicí Sheáin died last year.	874932	Cailleadh Séamas Mhicí Sheáin anuraidh.
874934	It seems to me that they will be late.	874936	Feictear dom go mbeidh siad mall.
874937	Caitríona was born in 1985.	874938	Rugadh Caitríona in 1985.
874940	One won’t hear much music in that pub.	874942	Ní chloisfear mórán ceoil sa teach ósta sin.
874943	Her father died.	874945	Cailleadh a hathair.
874946	He was drowned.	874947	Bádh é.
874952	You’ll be killed!	874953	Marófar thú!
874955	They cut back more every year.	874956	Gearrtar siar níos mó gach bliain.
874957	One should not say bad words.	874958	Níor cheart drochfhocail a rá.
874960	Was nothing done about that?	874962	Nach ndearnadh rud ar bith faoi sin?
874963	You’ll be given the report when it is written.	874964	Tabharfar an tuarascáil duit nuair a scríobhfar í.
875671	Bairbre is careful.	875670	Tá Bairbre cúramach.
875675	She did the work carefully.	875673	Rinne sí an obair go cúramach.
875678	The car is slow.	875676	Tá an carr mall.
875680	You're driving slowly.	875679	Tá tú ag tiomáint go mall.
875683	She spoke impolitely.	875682	Labhair sí go mímhúinte.
875687	They rarely go there.	875685	Téann siad ann go hannamh.
875689	I'll do the work tomorrow.	875688	Déanfaidh mé an obair amárach.
875693	Put the bags over there.	875691	Cuir na málaí ansiúd.
875699	We’ve had snow for the past month.	875697	Tá sneachta ann le mí anuas.
875701	He arrived at midnight.	875700	Tháinig sé ar uair an mheán oíche.
875705	She went to England a year ago.	875703	D’imigh sí go Sasana bliain ó shin.
875707	They're inside.	875706	Tá siad ar an taobh istigh.
875713	For the past month, we've had no snow at all.	875712	Le mí anuas, ní raibh sneachta ar bith againn.
875718	Over in Paris they speak French.	875715	Thall i bPáras, labhraítear Fraincis.
875721	I'll see you tonight.	875719	Feicfidh mé anocht sibh.
875725	She did it carefully.	875723	Rinne sí go cúramach é.
875819	It's seven o'clock.	2714669	Tá sé a seacht a chlog.
881861	I don't have a cat.	3602383	Níl cat agam.
895861	I don't understand this poem.	3119603	Ní thuigim an dán seo.
895907	I would like to eat.	2714699	Ba mhaith liom ithe.
905887	I have a passport.	3602509	Tá pas agam.
913336	There's no place like home.	913329	Níl aon tinteán mar do thinteán féin.
942184	Who are those people?	3600008	Cé hiad na daoine sin?
942545	I want another beer.	2714189	Ba mhaith liom beoir eile.
945996	I would like to drink something.	2714645	Ba mhaith liom rud éigin a ól.
949076	Maja Keuc is a good singer.	949077	Is amhránaí maith Maja Keuc.
953763	I would like to eat now.	2714700	Ba mhaith liom ithe anois.
1001625	I'm reading this book.	3128065	Tá mé ag léamh an leabhair seo.
1037256	I am a Berliner.	3603153	Is Beirlíneach mé.
1042270	This is a good deal.	3601077	Is margadh maith é seo.
1060598	I don't understand your question.	3592782	Ní thuigim do cheist.
1060598	I don't understand your question.	3592783	Ní thuigim bhur gceist.
1068125	Goodnight!	1474638	Oíche mhaith.
1078147	I am young.	2502505	Tá mé óg.
1079842	I'm reading the newspaper.	3128067	Tá mé ag léamh an nuachtán.
1084197	I don't know them.	3601093	Níl aithne agam orthu.
1097919	What are you eating?	3598701	Cad atá tú ag ithe?
1097919	What are you eating?	3598702	Cad atá sibh ag ithe?
1097942	I talk to you.	3598721	Labhraím duit.
1097946	I sell this to you.	3598726	Díolaim seo leat.
1097948	That is beautiful.	3598622	Tá sin go hálainn.
1097957	The dog is beautiful.	3598727	Tá an madra go hálainn.
1097986	John went to the store.	3598732	Chuaigh Seán go dtí an siopa.
1098011	John is a big boy.	3598665	Is buachaill mór é Seán.
1098011	John is a big boy.	3598666	Is buachaill mór é John.
1098024	This is a good house.	3601078	Is teach maith é seo.
1098122	My name is John.	3598632	John is ainm dom.
1098122	My name is John.	3598662	Seán is ainm dom.
1098179	I'm Korean.	3598630	Is Cóiréach mé.
1098185	Is he Malaysian?	3598653	An Malaeisiach é?
1098203	Chen is not Korean.	3598656	Ní Cóiréach é Chen.
1098217	I am not Canadian.	3598647	Ní Ceanadach mé.
1098224	I like China.	3598627	Is maith liom an tSín.
1098336	I am in Paris.	3598637	Táim i bPáras.
1098336	I am in Paris.	3598639	Tá mé i bPáras.
1098485	It costs 2 euros.	3598661	Cosnaíonn sé 2 euro.
1098632	He is Ramudu.	3598669	Is Ramudu é.
1098706	When will Sita go to Eluru?	3598680	Cathain a rachaidh Sita go dtí Eluru?
1098723	Where is Mary?	3598685	Cá bhfuil Máire?
1102698	I don't have a family.	3602386	Níl teaghlach agam.
1105703	Do they have a computer?	3602679	An bhfuil ríomhaire acu?
1115858	They're running without shoes.	3125521	Tá siad ag rith gan bhróga.
1122514	I'm a woman.	2702930	Is bean mé.
1126768	Can I use your phone?	3602713	An féidir liom do ghuthán a úsáid?
1148011	I eat because I'm hungry.	2714590	Ithim, mar tá ocras orm.
1160293	It is mine.	3604279	Is liomsa é.
1170233	I don't know English.	3601094	Níl Béarla agam.
1177914	I have to go home now.	2715264	Caithfidh mé dul abhaile anois.
1188207	You understand me.	3600087	Tuigeann tú mé.
1189719	I'm eating.	3077669	Tá mé ag ithe.
1194208	I'm eating fruits because I'm hungry.	2714585	Tá mé ag ithe torthaí, mar tá ocras orm.
1216885	Are you ready to fly?	2715250	An bhfuil tú réidh a eitilt?
1252922	I don't have a fever.	3602390	Níl fiabhras orm.
1253474	I don't have a dog.	3602391	Níl madra agam.
1345255	That's good to hear!	1345256	Is maith liom é sin a chloisteáil!
1349059	I'm reading.	3128070	Tá mé ag léamh.
1371779	It's five o'clock.	2714671	Tá sé a cúig a chlog.
1387252	Shut the door! There is a draught here!	3602929	Dún an doras! Tá siorradh anseo!
1387460	Her real name is Lisa.	3599484	Is Lisa é a hainm ceart.
1391528	It's two o'clock.	2714670	Tá sé a dó a chlog.
1399479	Burj Khalifa is currently the tallest skyscraper in the world.	1502323	Is é Burj Khalifa an t-ilstóras is airde ar domhan.
1447094	I have a sister.	3602510	Tá deirfiúr agam.
1453991	I don't have a choice.	3602397	Níl rogha agam.
1456137	I don't have a pencil.	3602394	Níl peann luaidhe agam.
1474806	Tom is improving.	3672088	Tá Tom ag dul i bhfeabhas.
1476581	It's very dark.	2150800	Tá sé an-dorcha.
1477124	This matter is very urgent.	3601115	Tá an t-ábhar seo an-phráinneach.
1490740	Everything flows.	3103414	Sníonn gach rud.
1492423	Do you want sugar?	2714621	An bhfuil tú ag iarraidh siúcra?
1495907	I have a truck.	3602513	Tá trucail agam.
1514070	I like languages!	2714616	Is maith liom teangacha!
1524561	Tom is my best friend.	3433379	Is é Tom mo chara is fearr.
1528314	I don't like big cities.	2714618	Ní maith liom cathracha móra.
1550010	I'm eating rice now.	3077673	Tá mé ag ithe ríse anois.
1559806	This is a good camera.	3601079	Is ceamara maith é seo.
1565471	I look forward to it.	3610757	Tá mé ag tnúth leis.
1565471	I look forward to it.	3632554	Táim ag tnúth leis.
1572976	He writes a letter.	1577327	Scríobhann sé litir.
1579802	Cats don't like dogs.	3433409	Ní maith le na cait na madraí.
1615217	It's very dry.	2150798	Tá sé an-tirim.
1618733	Suicide is an act of desperation.	3126020	Is é an féinmharú gníomh an éadóchais.
1632049	I don't think there is a doctor here.	3602931	Ní dóigh liom go bhfuil dochtúir anseo.
1765125	I'm from Greece.	3664162	Is as an Ghréig mé.
1765298	I work at my friend's shop.	3433450	Tá mé ag obair i siopa mo charad.
1765298	I work at my friend's shop.	3433451	Táim ag obair i siopa mo charad.
1766704	This is a good dictionary.	3601080	Is foclóir maith é seo.
1784975	I don't know why.	3601095	Níl a fhios agam cén fáth.
1798367	The dog is sleeping in the car.	3602348	Tá an madra ag codladh sa charr.
1840675	I'm hungry. I'm not angry.	2714587	Tá ocras orm. Níl fearg orm.
1841275	I am not your enemy.	3391338	Nach mise do namhaid.
1849392	Be careful.	2795453	Bí cúramach.
1853851	It was very small.	3391339	Bhí sé an-bheag.
1855193	He's good.	2988990	Tá sé go maith.
1860444	Don't look at Tom. Look at me.	3522316	Ná féach ar Tom! Féach orm.
1864720	I am a nurse.	3603158	Is altra mé.
1864720	I am a nurse.	3603159	Is banaltra mé.
1886364	Are those my earrings?	3523053	An mo fháinní iad sin?
1886643	Where are we now?	3132629	Cá bhfuilimid anois?
1887244	I don't know Tom.	3601097	Níl aithne agam ar Tomás.
1887384	I have to go.	2715259	Caithfidh mé dul.
1887384	I have to go.	2951301	Caithfidh mé imeacht.
1895804	You can tell Tom yourself.	3100433	Is féidir leat féin é inseacht do Tom.
1898015	What Tom said made you angry, didn't it?	3672095	Chuir an rud a dúirt Tom fearg ort, nár chuir?
1923337	She's writing her diary.	3128096	Tá sí ag scríobh a dialann.
1934483	This is a good question.	3601081	Is ceist mhaith í seo.
1937315	That's a great start!	3103713	Is é sin tús iontach!
1954777	I can't remember the lyrics.	2714909	Ní féidir liom cuimhneamh na liricí.
1960905	Tom and Mary don't want children.	3599492	Níor mhaith le Tomás agus Máire páistí.
1964560	Are you ready for Halloween?	2715251	An bhfuil tú réidh do Oíche Shamhna?
1970225	I don't have a girlfriend.	3602400	Níl cailín agam.
1978985	I have to buy flowers for my girlfriend.	3602343	Caithfidh mé bláthanna a cheannach le mo chailín.
2002501	The city is small.	3233365	Tá an chathair bheag.
2002502	The city is big.	3233367	Tá an chathair mhór.
2002505	The house is warm.	3233370	Tá an teach te.
2002513	The box is heavy.	3233371	Tá an bosca trom.
2002516	The bus is slow.	3233372	Tá an bus mall.
2002521	The book is old.	3233373	Tá an leabhar sean.
2002523	The book is new.	3233374	Tá an leabhar nua.
2002533	The sofa is comfortable.	3233358	Tá an tolg compordach.
2002535	The hole is narrow.	3233361	Tá an poll caol.
2002536	The hole is wide.	3233360	Tá an poll leathan.
2002544	The room is dark.	3233354	Tá an seomra dorcha.
2002548	The game is boring.	3233362	Tá an cluiche leadránach.
2002581	The password is short.	3233364	Tá an focal faire gearr.
2002600	The boy is slim.	3233356	Tá an buachaill tanaí.
2009061	It's not an easy question.	2712319	Ní ceist éasca é.
2011702	They want to meet you.	2712327	Ba mhaith leo a casadh leat.
2025606	Look at me and listen to me.	3522324	Féach orm agus éist liom.
2036345	I'm watching TV.	3240622	Tá mé ag féachaint ar an teilifís.
2050566	Are you ready to play?	2715252	An bhfuil tú réidh a imirt?
2063647	Where is the hospital?	3601171	Cá bhfuil an t-ospidéal?
2093311	I have to go now. Bye!	2715260	Caithfidh mé dul anois. Slán agat!
2107360	We're sinking.	3600080	Táimid ag dul faoi uisce.
2111668	I'm working.	3077662	Tá mé ag obair.
2163151	The book is on the table.	2345958	Tá an leabhar ar an tábla.
2166764	You don't dress yourself.	3433419	Ní ghléasann tú féin.
2167364	She is teaching me.	3600038	Tá sí ag múineadh dom.
2174726	There is a boy.	3602994	Tá buachaill ann.
2203082	Mary is mine.	3604282	Is liomsa Máire.
2203591	You're wounded.	3392719	Tá tú leonta.
2203591	You're wounded.	3392720	Tá sibh leonta.
2203767	We're reading.	3128078	Táimid ag léamh.
2203805	I'm speaking.	3602518	Táim ag labhairt.
2203805	I'm speaking.	3602519	Tá mé ag labhairt.
2208342	Were you alone?	3602262	An raibh tú i d'aonar?
2208342	Were you alone?	3602268	An raibh sibh in bhur n-aonar?
2214203	You look perfect.	3433951	Breathnaíonn tú go foirfe.
2218442	You're Tom's friend.	3392717	Is tusa cara Tomás.
2233709	This is mine.	3604283	Is liomsa é seo.
2234871	I don't have a boyfriend.	3602402	Níl buachaill agam.
2235722	I hired Tom.	3467417	D'fhostaigh mé Tom.
2242972	They're children.	3601104	Is páistí iad.
2249363	It's very nice.	3457968	Tá sé go han-deas.
2250934	That was brilliant.	3602692	Bhí sin go hiontach.
2261207	Do you understand Tom?	3672078	An dtuigeann tú Tom?
2266936	I don't know exactly.	3601098	Níl a fhios agam go díreach.
2270532	Don't say his name.	3600040	Ná habair a ainm.
2275762	I don't want to sleep.	3664163	Ní mian liom a bheith i mo chodladh.
2276017	I don't have a cellphone.	3602406	Níl fón póca agam.
2276019	I don't have a gun.	3602409	Níl gunna agam.
2276020	I don't have a home.	3602411	Níl teach agam.
2276021	I don't have a key.	3602413	Níl eochair agam.
2276022	I don't have a passport.	3602415	Níl pas agam.
2276023	I don't have a plan.	3602416	Níl plean agam.
2276026	I don't have a tattoo.	3602417	Níl tatú agam.
2276027	I don't have a weapon.	3602418	Níl arm agam.
2276030	I don't have an answer.	3602439	Níl freagra agam.
2276031	I don't have an appointment.	3602440	Níl ceapachán agam.
2276095	I don't like that name.	3602688	Ní maith liom an t-ainm sin.
2293499	I barely know you.	3672086	Níl ach mearaithne agam ort.
2297248	He's writing a book.	3128092	Tá sé ag scríobh leabhair.
2297249	She's writing a book.	3128095	Tá sí ag scríobh leabhair.
2299523	I bought a house.	3599737	Cheannaigh mé teach.
2301335	I can show you the pictures.	3599549	Is féidir liom duit na pictiúir a thaispeáint.
2308289	I couldn't stop Tom.	2332622	Ní raibh mé in ann stop a chur Tom.
2345890	Is your mum at home?	2345915	An bhfuil do mháthair sa bhaile?
2346862	This is my computer.	2346896	Seo mo ríomhaire.
2358272	We used to be close friends.	3598609	Ba ghnách linn dlúthchairde.
2358822	I have a son.	3600007	Tá mac agam.
2361186	I don't have a niece.	3602420	Níl neacht agam.
2361385	I don't have a telephone.	3602422	Níl teileafón agam.
2363944	I am a girl.	3603161	Is cailín mé.
2376708	I know you're writing a book.	3128086	Tá a fhios agam go bhfuil tú ag scríobh leabhair.
2387312	I must tell you something.	3664161	Caithfidh mé a insint duit rud éigin.
2412739	I have two cats.	2502511	Tá dhá chat agam.
68790	I'm sorry, I can't help you.	3433457	Tá brón orm, ní féidir liom cabhrú leat.
68790	I'm sorry, I can't help you.	3600065	Tá brón orm, ní féidir liom a chabhróidh leat.
2566189	My name is Emily.	2423780	Emily is ainm dom.
2425616	I don't know German.	3601099	Níl Gearmáinis agam.
2429563	The man was eating bread.	1751041	Bhí an fear ag ithe arain.
2484975	I'm reading a letter.	3128069	Tá mé ag léamh litir.
2500297	My name is Laurie.	2502498	Laurie is ainm dom.
1389490	I'm from Turkey.	2502501	Is as an Tuirc mé.
2502507	I don't have anything to do!	2502508	Níl tada le dhéanamh agam!
2502507	I don't have anything to do!	2502509	Níl faic le dhéanamh agam!
410244	She is beautiful.	2502512	Tá sí go hálainn.
2502515	She is not ugly.	2502514	Níl sí gránna.
2248165	I'm not old.	2502516	Níl mé sean.
2111726	I'm here.	2502521	Tá mé anseo.
2499505	Where is the hotel?	2502581	Cá bhfuil an óstán?
2502584	Is she beautiful?	2502585	An bhfuil sí go hálainn?
1872056	I'm happy.	2502596	Tá áthas orm.
2203306	You're sad.	2502600	Tá brón ort.
2502603	He is afraid.	2502604	Tá eagla air.
2793249	I have a book.	2502610	Tá leabhar agam.
2502611	Do you have the book?	2502612	An bhfuil an leabhar agat?
1634828	I think therefore I am.	2502915	Smaoiním, mar sin, tá mé ann.
2502918	Another world is possible.	2502919	Is féidearthacht é domhan eile.
2504046	The girl is beautiful.	3085199	Tá an cailín go hálainn.
2234817	Don't laugh!	2828470	Não riam!
2547159	I'm not going to work.	2936190	Níl mé ag dul ag obair.
2548154	They have a problem.	3602670	Tá fadhb acu.
2549030	My knife is sharp.	3603024	Tá mo scian géar.
2549269	They have a plan.	3602671	Tá plean acu.
2549673	You came back.	3601174	Tháinig tú ar ais.
2549673	You came back.	3601175	Tháinig sibh ar ais.
2549676	We are at war.	3601173	Táimid ag an cogadh.
432340	I was a teacher.	2713829	Ba mhúinteoir mé.
2604279	What does a Sovietologist study?	2610940	Céard is ábhar taighde don tSoivéideolaí?
5127610	This table is white.	2713798	Tá an tábla seo bán.
2615370	This is not a fish.	2714196	Ní iasc é seo.
2621164	Tel Aviv is a beautiful city.	2714197	Is Tel Aviv cathair álainn é.
39619	There is an orange on the table.	2714201	Tá oráiste ar an tábla ann.
2621169	I will go there by plane.	2714206	Rachaidh mé ansin ar eitleán.
1110791	I'm afraid of heights.	2713824	Tá eagla ar airde orm.
2628684	The bread is stale.	2714236	Tá an t-arán stálaithe.
5127608	I'm learning Irish.	2714234	Tá mé ag foghlaim Gaeilge.
2629261	I went to London.	2714222	Chuaigh mé go Londain.
2629268	I'm eating the meat.	2714217	Tá mé ag ithe an fheoil.
2629269	I will eat the meat.	2714216	Íosfaidh mé an fheoil.
2629583	I'm Chinese.	2714211	Is Síneach mé.
2629585	This is a fish.	2714208	Is iasc é seo.
2629587	I'm Russian.	2714207	Is Rúiseach mé.
1194034	I'm not a doctor.	2634834	Ní dochtúir mé.
1860	I don't want to go to school.	2714184	Níl uaim dul ar scoil.
2638620	They have a large garden.	3602681	Tá gairdín mór acu.
2645303	Tom said Mary was happy.	3600043	Dúirt Tomás go bhfuil áthas ar Máire.
2647779	Where's Tom hiding?	3599683	Cá bhfuil Tomás i bhfolach?
255189	I don't know how to swim.	3601106	Níl snámh agam.
2297251	I'm writing a book.	2714158	Tá mé ag scríobh leabhar.
463306	This is my book.	2714136	Is mo leabhar é seo.
2661312	It's a big dog.	2714133	Is madra mór é.
2669988	We went to London.	2714223	Chuamar go Londain.
2675444	I've got a book.	2502610	Tá leabhar agam.
2445198	I'm eating an apple.	2714806	Tá mé ag ithe úll.
580774	I'm a man.	2702931	Is fear mé.
2684032	I was working in this factory.	2714723	Bhí mé ag obair sa mhonarcha seo.
2684289	This thing is alive.	2714831	Tá an rud seo beo.
2684290	This thing isn't alive.	2714830	Níl an rud seo beo.
2659060	She wrote a letter.	2715102	Scríobh sí litir.
2684322	I worked in this factory.	2714829	D'obair mé sa mhonarcha seo.
2684405	I used to eat pizza.	2714828	Ithinn pizza.
2684410	She wanted to be a singer.	2714716	Bhí sí ag iarraidh bheith ina amhránaí.
2684430	Am I your friend?	2712330	An bhfuil mé do chara?
2684439	Your friend is here.	2714714	Tá do chara anseo.
2684545	No, I'm not a teacher. I'm only a student.	3103392	Ní, ní múinteoir mé. Is ach mac léinn mé.
507444	I'm angry.	2714823	Tá fearg orm.
2705597	I do not sing.	2712366	Ní chanaim.
2705608	I live life.	2714820	Mairim an beatha.
2706881	My name is Roberto.	2713800	Roberto is ainm dom.
2707215	"How old are you?" "I'm twenty-three years old."	2712280	“Cén aois atá agat?” - “Tá mé fiche trí mbliana d'aois.”
2707469	I'm wearing sunglasses.	2715101	Tá mé ag caitheamh gloiní gréine.
2707471	I will wear sunglasses.	2715098	Caithfidh mé gloiní gréine.
2708728	I'm a swimmer.	2714814	Is snámhóir mé.
2708731	I want to be a swimmer.	2714810	Ba mhaith liom bheith ina snámhóir.
2708737	I want to be a journalist.	2714809	Ba mhaith liom bheith ina iriseoir.
495717	I'm a journalist.	2714808	Is iriseoir mé.
2708748	We want it.	2712268	Ba mhaith linn sé.
2708792	I'm swimming in the ocean.	2888665	Tá mé ag snámh san aigéan.
378503	I saw a dog.	2714807	Chonaic mé madra.
2711995	Are you stupid?	2712481	An bhfuil tú bómánta?
2712260	This house will exist.	2712262	Beidh an teach seo ann.
2712399	I'm not a good person.	2712402	Ní duine maith mé.
2547722	I'm not a bad person.	2712401	Ní duine olc mé.
2712427	Am I not beautiful?	2712429	Nach bhfuil mé go hálainn?
1099054	She is a beautiful woman.	2712436	Is bean álainn í.
2713454	What's your nationality?	3598599	Cén náisiúntacht atá agat?
2714042	Do you speak Irish?	2714044	An bhfuil Gaeilge agat?
2714076	I'm Irish.	2714077	Is Éireannach mé.
2714078	I speak Irish.	2714080	Tá Gaeilge agam.
2714079	I don't speak Irish.	2714081	Níl Gaeilge agam.
2714567	I'm a bad person.	2714572	Is duine olc mé.
1492934	I'm a good person.	2714571	Is duine maith mé.
2714604	This game is easy.	2714605	Is an cluiche seo éasca é.
2714604	This game is easy.	2951291	Tá an cluife seo éasca.
2714672	It's three o'clock.	2714681	Tá sé a trí a chlog.
2714673	It's four o'clock.	2714680	Tá sé a ceathair a chlog.
2714674	It's six o'clock.	2714682	Tá sé a sé a chlog.
2714675	It's eight o'clock.	2714683	Tá sé a hocht a chlog.
2714676	It's nine o'clock.	2714684	Tá sé a naoi a chlog.
2706996	It's ten o'clock.	2714685	Tá sé a deich a chlog.
2714678	It's eleven o'clock.	2714688	Tá sé a haon déag a chlog.
2714679	It's twelve o'clock.	2714689	Tá sé a dó déag a chlog.
773390	I have a house.	2714835	Tá teach agam.
2714833	I have a big house.	2714834	Tá teach mór agam.
2714836	I have a blue house.	2714839	Tá teach gorm agam.
2714837	I have a red house.	2714840	Tá teach dearg agam.
2714838	I have a green house.	2714841	Tá teach uaine agam.
2714842	Eimear has a green house.	2714843	Tá teach uaine ag Eimear.
2714844	Caoimhe has a big dog.	2714845	Tá madra mór ag Caoimhe.
2714848	The white cat is under the tree.	2714851	Tá an cat bán faoin gcrann.
2714860	I'm under the tree.	2714861	Tá mé faoin gcrann.
2714870	Irish is a beautiful language.	2714871	Is Gaeilge teanga álainn é.
2714870	Irish is a beautiful language.	2951314	Is teanga álainn í an Ghaeilge.
2545660	You're a beautiful girl.	2714878	Is cailín álainn thú.
2714934	I have two sons.	2714935	Tá beirt mhac agam.
619875	Do you know?	2714944	An bhfuil a fhios agat?
2714993	I want to go to school.	2714994	Tá uaim dul ar scoil.
258458	I'm writing a letter.	2718365	Tá mé ag scríobh litir.
2747178	I'm in Tehran.	3433412	Táim i Tehran.
2747178	I'm in Tehran.	3433413	Tá mé i Tehran.
2749222	Do you love my sister?	3433459	An bhfuil grá agat mo dheirfiúr?
2767994	You are afraid.	2771723	Tá eagla ort.
2768059	She will work.	3600084	Oibreoidh sí.
1523604	I have a white cat.	3599711	Tá cat bán agam.
2785223	I'm playing in the garden.	2786079	Tá mé ag imirt sa ghairdín.
2788044	Music is love.	3558644	Is grá é an ceol.
2794591	I'm watching TV now.	3240623	Tá mé ag féachaint ar an teilifís anois.
2835503	They're reading his book.	3128080	Tá siad ag léamh a chuid leabhar.
2865259	Tom knew me.	3672083	Bhí aithne ag Tom orm.
2867031	They have a kid.	3602672	Tá páiste acu.
2870285	They have a son.	3602673	Tá mac acu.
2237656	Tom saw nothing.	3602723	Ní fhaca Tomás rud ar bith.
2900385	I'm drinking water in the kitchen.	3103378	Tá mé ag ól uisce sa chistin.
1586723	I want to write a book.	2988432	Ba mhaith liom leabhar a scríobh.
2920854	I read his book.	3103706	Léigh mé a leabhar.
2926313	Tomorrow I'm going back home.	3126016	Rachaidh mé ar ais abhaile amárach.
2940527	We don't have a daughter.	2983694	Níl iníon againn.
2944666	What's the minimum wage in Australia?	3399157	Cad é an tuarastal íosta san Astráil?
2954242	I'm not a fangirl.	3103395	Ní fangirl mé.
2974589	I found the money.	2974597	Fuair mé an t-airgead.
2974599	The man is under the tree.	2974600	Tá an fear faoin gcrann.
2974603	The woman is not beautiful.	2974604	Níl an bean go hálainn.
2974609	Dublin is the capital of Ireland.	2974610	Is é Baile Átha Cliath príomhchathair na hÉireann.
2974714	Where is Tehran?	3031831	Cá bhfuil Tehran?
2977160	I'll go to Ireland.	2977161	Rachaidh mé go hÉire.
2977162	You'll go to Ireland.	2977163	Rachaidh tú go hÉire.
2977164	He'll go to Ireland.	2977172	Rachaidh sé go hÉire.
2977165	She'll go to Ireland.	2977171	Rachaidh sí go hÉire.
2977166	We'll go to Ireland.	2977169	Rachaimid go hÉireann.
2977168	They'll go to Ireland.	2977170	Rachaidh siad go hÉire.
2977175	You're learning Irish.	2977176	Tá tú ag foghlaim Gaeilge.
2977189	The building is tall.	2977190	Tá an foirgneamh ard.
2977196	The water is clean.	2977197	Tá an t-uisce glan.
1112743	The water is hot.	2977202	Tá an t-uisce te.
462654	The coffee is cold.	2977205	Tá an caife fuar.
1956380	The night is dark.	2977209	Tá an oíche dorcha.
2979229	The flower is red.	3433408	Tá an bláth dearg.
2983683	The house is big.	2989008	Tá an teach mór.
2983689	My dog is clean.	2983690	Tá mo mhadra glan.
2983691	My dog is very clean.	2983692	Tá mo mhadra an-ghlan.
2983752	The man is tall.	2983756	Tá an fear ard.
2988494	The new constitution will not solve the problems of Egypt.	2988504	Ní réiteoidh an bunreacht nua fadhbanna na hÉigipte.
1320278	You can come.	3433460	Is féidir leat teacht.
3007072	This is the beginning of a new era.	3007692	Is é seo tús le ré nua.
3010891	I'm eating cheese.	3031843	Tá mé ag ithe cáis.
3011830	She was already pregnant.	3031835	Bhí sí ag iompar clainne cheana féin.
3024427	Does Tom know you're coming?	3600019	An bhfuil a fhios ag Tomás go bhfuil tú ag teacht?
296902	He died yesterday.	3600077	Fuair sé bás inné.
3042334	I'm not arguing with you.	3042382	Níl mé ag áiteamh leat.
3042608	Your baby can walk.	3603040	Is féidir le do leanbh siúl.
3058460	He is teaching me.	3600037	Tá sé ag múineadh dom.
261041	I don't like her.	3119581	Ní maith liom í.
3081764	When I give food to the poor, they call me a saint. When I ask why the poor have no food, they call me a communist.	3081772	Nuair a thugaim bia do na boicht, tugtar naomh orm. Nuair a chuirim an cheist, cén fáth nach bhfuil bia ag na boicht, tugtar cumannaí orm.
3090970	You would apply for that job.	3090973	Chuirfeadh sibh isteach ar an phost sin.
3091020	He doesn't stop.	3091021	Ní stopann sé.
3092509	The tree is able to grow.	3092510	Tá an crann in ann fás.
345026	Why did you go there?	3092991	Cén fáth an ndeachaigh tú ansin?
